,Unnamed: 0,act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten
255,255,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 51",48.50793300000918,32.262170000000005,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 51"
256,256,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 53",48.507933000008066,32.262461,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 53"
257,257,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 55",48.50793300000737,32.262393,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 55"
258,258,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 55",48.50793300000123,32.262996,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 55"
259,259,"№ 3696
 від 04.05.18",м. Кропивницький уздовж дороги на розі з вул. Олени Бур'янової,48.50793300000795,32.262509,КП «Благоустрій» МРМК»,акація,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький уздовж дороги на розі з вул. Олени Бур'янової
260,260,"№ 3696
 від 04.05.18",м. Кропивницький уздовж дороги від мосту до вул. Кременчуцька (права сторона),48.50793300000975,32.262896999999995,КП «Благоустрій» МРМК»,клен,7,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький уздовж дороги від мосту до вул. Кременчуцька
261,261,"№ 3696
 від 04.05.18",м. Кропивницький уздовж дороги від мосту до вул. Кременчуцька (ліва сторона),48.50793300000947,32.262304,КП «Благоустрій» МРМК»,клен,7,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький уздовж дороги від мосту до вул. Кременчуцька
262,262,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 61/64",48.50793300000228,32.262553999999994,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 61/64"
263,263,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 62",48.50793300000763,32.262203,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 62"
264,264,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65",48.50793300000733,32.262174,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65"
265,265,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65/31",48.507933000001,32.262721,КП «Благоустрій» МРМК»,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65/31"
266,266,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65/31",48.50793300000347,32.262899,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 65/31"
267,267,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 69",48.50793300000201,32.262501,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 69"
268,268,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 70",48.50793300000946,32.262104,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 70"
269,269,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 71",48.50793300000742,32.262352,КП «Благоустрій» МРМК»,клен,5,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 71"
270,270,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 74/59",48.50793300000363,32.262199,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 74/59"
271,271,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 76",48.5079330000078,32.262941999999995,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 76"
272,272,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 78",48.507933000008705,32.262237,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 78"
273,273,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 80",48.50793300000493,32.262682,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 80"
274,274,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 82",48.50793300000866,32.262321,КП «Благоустрій» МРМК»,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 82"
275,275,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 83",48.5079330000062,32.262273,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 83"
276,276,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 84",48.5079330000037,32.262814,КП «Благоустрій» МРМК»,клен,4,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 84"
277,277,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 85",48.507933000008144,32.262438,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 85"
278,278,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 85-а",48.50793300000313,32.26222,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 85-а"
279,279,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 89/43",48.50793300000447,32.262429,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 89/43"
280,280,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 92 та № 94",48.50793300000685,32.262336,КП «Благоустрій» МРМК»,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 92 та № 94"
281,281,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 96",48.507933000003575,32.262862,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 96"
282,282,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 100",48.50793300000775,32.262159999999994,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 100"
283,283,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 102/48",48.507933000007476,32.262145000000004,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 102/48"
284,284,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 108",48.507933000007,32.262471000000005,КП «Благоустрій» МРМК»,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 108"
285,285,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 108",48.507933000001685,32.262236,КП «Благоустрій» МРМК»,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 108"
286,286,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 110",48.50793300000385,32.262759,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 110"
287,287,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 112",48.50793300000857,32.262291,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 112"
288,288,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 118/57",48.50793300000578,32.262204,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд.
 № 118/57"
289,289,"№ 3697
 від 04.05.18","м. Кропивницький вул. Яновського, 60 (на території Кіровоградської міської станції юних техніків)",48.49533579999428,32.24323,Управління освіти Міської ради,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 60"
290,290,"№ 3698
 від 04.05.18","м. Кропивницький вул. Преображенська, 101 (на території ДНЗ № 37 «Ластівка»)",48.498782,32.286696899999995,Управління освіти Міської ради,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Преображенська, 101"
291,291,"№ 3699
 від 04.05.18","м. Кропивницький вул. Бєляєва, 29, корп. 2 (під’їзд № 5)",48.5040835,32.2273976,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Бєляєва, 29, корп. 2"
292,292,"№ 3670
 від 04.05.18","м. Кропивницький вул. Волкова, 28, корп. 4 (між під. № 4 та № 5)",48.49836079999999,32.2254717,КП «ЖЕО № 3» Міської ради міста Кропивницького,абрикос,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 28, корп. 4"
293,293,"№ 3670
 від 04.05.18","м. Кропивницький вул. Волкова, 28, корп. 4 (між під. № 4 та № 5)",48.4983711,32.2254115,КП «ЖЕО № 3» Міської ради міста Кропивницького,груша,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 28, корп. 4"
294,294,"№ 3701
 від 04.05.18","м. Кропивницький пров. Миргородський, 23 (навпроти під. № 1)",48.50793300000914,32.262651,КП «ЖЕО № 3» Міської ради міста Кропивницького,верба плакуча,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький пров. Миргородський, 23"
295,295,"№ 3702
 від 04.05.18","м. Кропивницький вул. Академіка Тамма, 5",48.499175,32.2368396,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Академіка Тамма, 5"
296,296,"№ 3702
 від 04.05.18","м. Кропивницький вул. Академіка Тамма, 5",48.49923,32.236818199999995,КП «ЖЕО № 3» Міської ради міста Кропивницького,береза,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Академіка Тамма, 5"
297,297,"№ 3703
 від 04.05.18","м. Кропивницький вул. Генерала Родимцева, 85 (біля дитячого майданчика)",48.4972761,32.300314,ОСББ «Горизонт-85»,тополя,3,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Генерала Родимцева, 85"
298,298,№ 3704 від 04.05.18,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4",48.4984814,32.233290000000004,ПП «Сервіс Кіровоград»,акація,22,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4"
299,299,№ 3704 від 04.05.18,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4",48.49844470000001,32.233622,ПП «Сервіс Кіровоград»,берест,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4"
300,300,№ 3704 від 04.05.18,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4",48.49845360000001,32.233982,ПП «Сервіс Кіровоград»,берест,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4"
301,301,№ 3704 від 04.05.18,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4",48.4984283,32.23386,ПП «Сервіс Кіровоград»,клен,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, біля будинку № 4"
302,302,№ 3705 від 04.05.18,"м. Кропивницький вул. Січових стрільців, 1-а",48.507933000003746,32.26214,гр. Коваленко Е.А.,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Січових стрільців, 1-а"
303,303,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292144,32.24545,ГУ ЖКГ МР МК,тополя,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
304,304,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292229,32.2454632,ГУ ЖКГ МР МК,тополя,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
305,305,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292116,32.2454868,ГУ ЖКГ МР МК,клен,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
306,306,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292772,32.2454948,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
307,307,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292711,32.2454642,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
308,308,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292645,32.245467,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
309,309,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292629,32.245438199999995,ГУ ЖКГ МР МК,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
310,310,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292975,32.245497,ГУ ЖКГ МР МК,берест,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
311,311,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292824,32.2454157,ГУ ЖКГ МР МК,берест,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
312,312,№ 3706 від 04.05.18,м. Кропивницький вздовж річки Інгул (від гідротехнічної споруди КП «Теплоенергетик» до пішохідного мосту біля Ковалівського пляжу),48.5292265,32.2454303,ГУ ЖКГ МР МК,берест,2,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж річки Інгул
313,313,"№ 3707
 від 11.05.18","м. Кропивницький вул. Комарова, 3 (збоку під. № 1)",48.5079330000095,32.262840999999995,ОЖБК,клен,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Комарова, 3"
314,314,"№ 3707
 від 11.05.18","м. Кропивницький вул. Комарова, 3 (збоку під. № 1)",48.5079330000092,32.262679,ОЖБК,акація,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Комарова, 3"
315,315,"№ 3708
 від 11.05.18","м. Кропивницький вул. Лінія, 6, 30 (ЗОШ № 22)",48.4721664,32.2814139,Управління освіти,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Лінія, 6, 30"
316,316,"№ 3709
 від 11.05.18","м. Кропивницький вул. Євгена Тельнова, 8, корп. 2 (навпроти під'їзду № 4 та № 2)",48.5026634,32.2299662,КП «ЖЕО № 3» Міської ради міста Кропивницького,черешня,2,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Євгена Тельнова, 8, корп. 2"
317,317,"№ 3710
 від 11.05.18","м. Кропивницький вул. Преображенська, уздовж дороги, біля будинку № 58",48.5024802,32.27539960000228,гр. Краснюк А.С.,тополя,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Преображенська, уздовж дороги, біля будинку № 58"
318,318,"№ 3710
 від 11.05.18","м. Кропивницький вул. Преображенська, уздовж дороги, біля будинку № 58",48.5024124,32.275399600001265,гр. Краснюк А.С.,акація,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Преображенська, уздовж дороги, біля будинку № 58"
319,319,"№ 3711
 від 11.05.18","м. Кропивницький вул. Арсенія Тарковського, 68",48.5057175,32.2680328,КП «Благоустрій» МРМК»,акація,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Арсенія Тарковського, 68"
320,320,"№ 3712
 від 11.05.18","м. Кропивницький вул. Шевченка, 21/27 (уздовж дороги по
 вул. Шевченка)",48.50793300000622,32.262306,КП «Благоустрій» МРМК»,каштан,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Шевченка, 21/27"
321,321,"№ 3712
 від 11.05.18","м. Кропивницький вул. Арсенія Тарковського, 17 (уздовж дороги)",48.5134709,32.275521600000516,КП «Благоустрій» МРМК»,акація,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Арсенія Тарковського, 17"
322,322,"№ 3713
 від 11.05.18","м. Кропивницький вул. Михайлівська, 54 (уздовж дороги)",48.507933000004904,32.262739,КП «Благоустрій» МРМК»,тополя,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Михайлівська, 54"
323,323,"№ 3713
 від 11.05.18","м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)",48.50793300000245,32.26218,КП «Благоустрій» МРМК»,тополя,2,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)"
324,324,"№ 3713
 від 11.05.18","м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)",48.50793300000903,32.262190000000004,КП «Благоустрій» МРМК»,тополя,2,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)"
325,325,"№ 3713
 від 11.05.18","м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)",48.50793300000728,32.262881,КП «Благоустрій» МРМК»,тополя,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький пров. Азовський, від вул. Мінської в бік бази відпочинку «Горняк»)"
326,326,"№ 3714
 від 11.05.18","м. Кропивницький вул. Карабінерна, 30/79",48.5073710000008,32.276318,КП «ЖЕО № 2» Міської ради міста Кропивницького,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Карабінерна, 30/79"
327,327,"№ 3714
 від 11.05.18","м. Кропивницький вул. Пашутінська, 13 (біля будинку)",48.5121261,32.272032,КП «ЖЕО № 2» Міської ради міста Кропивницького,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Пашутінська, 13"
328,328,"№ 3715
 від 11.05.18","м. Кропивницький просп. Університетський, 11",48.5048103,32.2096483,КЗ «Кіровоградський музичний коледж»,береза,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Університетський, 11"
329,329,"№ 3715
 від 11.05.18","м. Кропивницький просп. Університетський, 11",48.50488970000001,32.2096614,КЗ «Кіровоградський музичний коледж»,горобина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Університетський, 11"
330,330,"№ 3716
 від 11.05.18","м. Кропивницький вул. Євгена Маланюка, 4 (на території музичного коледжу)",48.5189,32.278374,КЗ «Кіровоградський музичний коледж»,береза,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Маланюка, 4"
331,331,"№ 3717
 від 11.05.18","м. Кропивницький вул. Генерала Жадова, 28, корп. 2",48.490570299991894,32.201328499999995,ОСББ «Гарант»,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Генерала Жадова, 28, корп. 2"
332,332,"№ 3718
 від 11.05.18","м. Кропивницький вул. Андрія Матвієнака, 21 (уздовж дороги)",48.50793300000282,32.262427,гр. Василевський Є.В.,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Андрія Матвієнака, 21"
333,333,"№ 3719
 від 11.05.18","м. Кропивницький вул. Дворцова, 6/7",48.5134889,32.260131699999995,ГУ юстиції у Кіровоградській області,каштан,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Дворцова, 6/7"
334,334,"№ 3720
 від 11.05.18","м. Кропивницький вул. Запорозька, 16/2",48.507933000005366,32.262466,гр. Полонська М.Г.,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Запорозька, 16/2"
335,335,"№ 3720
 від 11.05.18","м. Кропивницький вул. Запорозька, 16/2",48.507933000008144,32.262751,гр. Полонська М.Г.,шовковиця,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Запорозька, 16/2"
336,336,"№ 3721
 від 11.05.18","м. Кропивницький вул. Академіка Тамма, 27 (на території ДНЗ № 48 «Журавушка»",48.49833830000988,32.23369150000073,МЧС Міської ради,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 27"
337,337,"№ 3721
 від 11.05.18","м. Кропивницький вул. Академіка Тамма, 27 (на території ДНЗ № 48 «Журавушка»",48.498338300009614,32.233691500000624,МЧС Міської ради,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 27"
338,338,"№ 3721
 від 11.05.18","м. Кропивницький вул. Академіка Тамма, 27 (на території ДНЗ № 48 «Журавушка»",48.49833830000823,32.233691500000624,МЧС Міської ради,верба,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 27"
339,339,"№ 3721
 від 11.05.18","м. Кропивницький вул. Академіка Тамма, 27 (на території ДНЗ № 48 «Журавушка»",48.49833830000179,32.23369150000098,МЧС Міської ради,береза,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 27"
340,340,"№ 3722
 від 29.05.18","м. Кропивницький вул. Короленка, сквер «Катюша»",48.5353586,32.2713678,ОКВП «Дніпро-Кіровоград»,береза,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Короленка, сквер «Катюша»"
341,341,"№ 3722
 від 29.05.18","м. Кропивницький вул. Короленка, сквер «Катюша»",48.5353963,32.2713716,ОКВП «Дніпро-Кіровоград»,"спірея, кущ",5,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Короленка, сквер «Катюша»"
342,342,"№ 3723
 від 29.05.18","м. Кропивницький вул. Євгена Маланюка, уздовж дороги навпроти магазину «Світ»",48.5193373,32.2803921,КП «Благоустрій» МРМК»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Маланюка, уздовж дороги навпроти магазину «Світ»"
343,343,"№ 3723
 від 29.05.18","м. Кропивницький просп. Перемоги, позаду ЗОШ № 20",48.5204,32.2510200000004,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, позаду ЗОШ № 20"
344,344,"№ 3724
 від 29.05.18","м. Кропивницький вул. Будівельників, 1-а",48.5615486,32.2417624,КП «Благоустрій» МРМК»,сосна,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Будівельників, 1-а"
345,345,"№ 3725
 від 29.05.18","м. Кропивницький вул. Велика Перспективна, 1 (на території ГУ НП в Кіровоградській області)",48.511581,32.262040899999995,ГУ НП в Кіровоградській області,каштан,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Велика Перспективна, 1"
346,346,"№ 3726
 від 31.05.18","м. Кропивницький вул. Автолюбителів, 4, уздовж гаражного кооперативу «Автолюбитель-2» з боку
 вул. Автолюбителів",48.4876397,32.2264258,Гаражний кооператив,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Автолюбителів, 4, уздовж гаражного кооперативу «Автолюбитель-2» з боку
 вул. Автолюбителів"
347,347,"№ 3727
 від 31.05.18","м. Кропивницький вул. Академіка Тамма, 9",48.499378,32.2368188,КП «ЖЕО № 3» Міської ради міста Кропивницького,липа,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 9"
348,348,"№ 3727
 від 31.05.18","м. Кропивницький вул. Академіка Тамма, 9",48.499572,32.236857300000004,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 9"
